gene,qval_6h,ratio_6h,qval_1d,ratio_1d,qval_3d,ratio_3d,qval_7d,ratio_7d
ZC3HC1,0.478213,1.12203,0.194284,1.06578,0.553788,1.09788,0.578759,1.10638
ZC4H2,0.717105,1.10132,0.539021,0.923144,0.947719,1.0446,0.944814,1.12284
ZCCHC10,0.714208,1.14235,0.726907,1.07145,0.978215,1.0297,0.997914,1.05796
ZCCHC11,0.652061,1.26992,0.621626,0.87591,0.88661,0.84527,0.980945,1.19357
ZCCHC12,0.412898,0.767246,0.218594,0.882453,0.944042,1.04249,0.997914,0.971043
ZCCHC13,0.361035,0.787828,0.322709,0.916058,0.578468,0.857067,0.968912,0.928248
ZCCHC14,0.921816,0.963802,0.95535,1.01109,0.936488,0.941857,0.997914,0.971558
ZCCHC16,0.665363,0.905814,0.196273,1.13176,0.950823,1.03536,0.996577,1.03897
ZCCHC17,0.621936,1.12453,0.0820776,0.850949,0.977581,0.981122,0.968498,1.09163
ZCCHC2,0.96234,1.02114,6.36E-08,1.93061,0.354051,1.37369,0.997914,1.04159
ZCCHC24,0.792175,0.934647,0.588932,0.935538,0.913559,0.939343,0.993608,0.940498
ZCCHC3,0.643708,0.918576,0.650563,0.958068,0.958829,0.976121,0.881534,0.905787
ZCCHC4,0.953273,1.02565,0.725409,0.940751,0.991111,0.98988,0.993608,1.08337
ZCCHC6,0.792956,1.0802,0.000460805,1.43849,0.867583,1.10854,0.99922,1.0013
ZCCHC7,0.959511,0.984864,0.162999,0.882302,0.920418,0.949926,0.859543,1.13205
ZCCHC8,0.604343,1.15919,0.397775,1.11258,0.619543,1.22237,0.997914,1.04286
ZCCHC9,0.613289,1.09334,0.973412,1.00389,0.789889,1.09137,0.725788,1.13302
ZCRB1,0.873449,1.07855,0.355524,0.842431,0.893267,1.1339,0.997914,1.05029
ZCWPW1,0.621792,1.06298,0.331497,0.949138,0.944624,0.979463,0.700174,1.09513
ZDHHC1,0.619903,0.874456,0.367037,0.898339,0.883018,0.917505,0.996577,0.956627
ZDHHC11,0.608929,0.889021,0.969416,0.994255,0.985589,1.01307,0.997914,0.987604
ZDHHC12,0.801457,0.93561,0.302611,1.1211,0.850805,1.10672,0.992352,0.937943
ZDHHC13,0.794842,1.09758,0.131591,1.23538,0.99015,1.01375,0.999088,0.994965
ZDHHC14,0.789567,1.05437,0.164643,0.896159,0.969664,0.980678,0.988529,1.05437
ZDHHC15,0.58058,0.914889,0.0713827,0.897431,0.422399,0.868134,0.968655,0.944639
ZDHHC16,0.58058,1.1321,0.988723,0.998054,0.929719,1.04698,0.997914,1.03403
ZDHHC17,0.80437,1.08897,0.322458,1.15436,0.971852,1.03225,0.993745,1.0737
ZDHHC18,0.603299,1.1089,0.0498008,0.862827,0.9666,0.978544,0.993753,0.961109
ZDHHC19,0.58058,0.878848,0.981113,0.996464,0.835161,0.909922,0.999046,0.995508
ZDHHC2,0.589786,1.16464,0.167041,1.16617,0.84441,0.896064,0.993753,1.05738
ZDHHC20,0.912617,1.0476,0.305503,1.16887,0.984695,1.02116,0.997914,0.952841
ZDHHC20,0.868263,1.07753,0.985897,0.995403,0.899568,0.893023,0.993608,0.907545
ZDHHC21,0.86187,1.09226,0.517912,1.15172,0.908568,0.886218,0.997914,0.974612
ZDHHC22,0.781058,0.918053,0.454567,1.11001,0.98002,0.977847,0.997914,0.963172
ZDHHC23,0.648022,0.912084,0.944103,1.00916,0.930769,0.958266,0.98779,0.943851
ZDHHC24,0.575991,0.852876,0.853168,0.970817,0.953545,1.03998,0.999046,1.00534
ZDHHC3,0.993961,0.99792,0.204337,1.09019,0.970725,1.01646,0.760945,1.11681
ZDHHC3,0.564208,1.20658,0.565296,1.08674,0.993267,0.993633,0.998337,1.00937
ZDHHC4,0.983015,1.00577,0.59166,0.952887,0.954121,1.02646,0.997914,1.01393
ZDHHC5,0.572498,1.10394,5.85E-06,1.31778,0.663503,1.11734,0.997914,1.01724
ZDHHC6,0.944335,1.0253,0.344128,1.1212,0.96012,1.03532,0.988268,1.07942
ZDHHC7,0.831261,1.08431,0.442172,0.881277,0.98234,1.02459,0.99451,0.933413
ZDHHC8,0.606331,0.883309,0.423738,0.917247,0.942737,0.959043,0.961026,0.910826
ZDHHC8P1,0.534834,0.79187,0.487167,0.902313,0.735595,0.836427,0.938408,0.869909
ZDHHC9,0.589786,0.933071,0.0159533,0.894777,0.996279,1.00139,0.993745,1.02793
ZEB1,0.79412,1.12762,0.0403615,0.704326,0.706827,0.759986,0.992352,1.11903
ZEB2,0.853733,1.08489,3.49E-05,1.83865,0.600266,1.34737,0.98779,1.12085
ZER1,0.978558,0.994685,3.45E-05,0.81544,0.413192,0.88186,0.853695,0.925697
ZFAND1,0.88991,1.0681,0.000728012,0.603439,0.890814,0.881623,0.999812,0.999803
ZFAND2A,0.952867,0.969503,0.862738,0.96012,0.99015,1.01515,0.961026,1.16686
ZFAND2B,0.980906,0.991967,0.107283,0.863214,0.920702,0.947734,0.997914,1.00962
ZFAND3,0.863445,1.04913,0.563862,0.931678,0.991183,0.992245,0.999046,0.995034
ZFAND4,0.670424,1.13306,0.896644,1.02439,0.909143,1.08085,0.997914,1.04095
ZFAND5,0.668955,1.14852,0.383482,1.13581,0.672203,1.23937,0.997914,1.01253
ZFAND6,0.740022,1.12382,0.432218,1.13479,0.944027,1.06282,0.997914,0.981619
ZFAT,0.79407,0.952836,0.503233,0.944572,0.868781,0.938072,0.956539,0.929059
ZFC3H1,0.774968,1.07462,0.144953,0.863429,0.855251,0.908562,0.997914,1.01098
ZFHX2,0.58646,0.858412,0.71457,1.0538,0.981515,0.981116,0.997914,0.989071
ZFHX3,0.992558,0.994986,0.168401,0.840086,0.945571,0.950286,0.998347,0.990449
ZFHX4,0.771285,0.948159,0.969792,0.995481,0.989254,0.99207,0.988529,0.951629
ZFP1,0.598707,1.17057,0.0619806,0.809539,0.944698,0.951983,0.998337,1.00921
ZFP2,0.986463,0.995953,0.379317,0.940242,0.848368,1.0649,0.995966,0.973515
ZFP28,0.917042,1.02326,0.149375,0.898937,0.853524,0.931517,0.997914,0.990169
ZFP3,0.638543,1.21679,0.913009,0.971465,0.902254,0.89088,0.989511,1.12031
ZFP30,0.805491,1.10152,0.545305,1.11735,0.95619,1.05249,0.997914,1.02021
ZFP36,0.72575,0.775022,0.580062,0.819351,0.954121,0.901012,0.997914,0.944312
ZFP36L1,0.551561,1.2294,0.946778,0.987125,0.88075,0.906497,0.997914,1.01062
ZFP36L1,0.523416,0.867209,0.783709,0.974056,0.891212,0.949165,0.997914,1.01364
ZFP36L2,0.6897,0.850038,7.73E-06,0.507307,0.775055,0.806614,0.993745,0.910411
ZFP41,0.972872,0.990044,0.917404,1.01379,0.941354,1.03791,0.967231,1.08041
ZFP42,0.597076,0.881736,0.453788,0.9228,0.907638,0.940151,0.883358,0.883628
ZFP64,0.571693,1.06618,0.100655,0.93308,0.925021,1.02412,0.867631,1.06095
ZFP69,0.620086,1.12785,0.521002,0.928942,0.838838,1.10604,0.922033,1.11999
ZFP69B,0.724405,1.08439,0.458583,0.923747,0.971645,1.02249,0.997914,1.00872
ZFP82,0.770585,1.11763,0.501474,0.887477,0.893969,0.895041,0.981729,1.13107
ZFP90,0.611601,1.2497,0.203391,0.795246,0.878555,0.866385,0.997914,1.0267
ZFPL1,0.861839,1.05457,0.997834,0.999566,0.771948,1.1555,0.988529,1.07891
ZFPM2,0.870362,0.966569,0.825163,1.02399,0.6606,1.13289,0.997914,0.988281
ZFR,0.566488,1.16163,0.878687,1.02246,0.87585,0.922558,0.997914,1.0107
ZFX,0.907143,1.03974,0.477788,0.911428,0.775494,0.864923,0.997914,0.975857
ZFY,0.960383,0.919674,0.717976,1.26804,0.99863,0.996685,0.997914,0.931546
ZFYVE1,0.834012,1.04018,2.87E-06,1.35675,0.688785,1.11875,0.999317,1.00057
ZFYVE16,0.900068,1.09655,0.00128896,2.07243,0.933175,1.13619,0.999011,1.0131
ZFYVE19,0.926233,0.977528,0.507306,0.939807,0.833888,1.08799,0.998836,0.994489
ZFYVE21,0.953081,1.01711,0.236,1.11375,0.982511,1.01468,0.998861,0.994976
ZFYVE26,0.710069,1.11692,3.31E-09,2.00825,0.411193,1.32415,0.997914,1.0481
ZFYVE27,0.830944,1.0282,0.00943526,0.888458,0.864371,0.955779,0.997811,0.980813
ZFYVE28,0.814768,0.945356,0.908918,0.983574,0.773845,0.887438,0.938408,0.903207
ZFYVE9,0.651311,1.11654,0.00183026,0.7565,0.833948,0.900343,0.999317,1.00076
ZG16,0.533377,0.717208,0.78087,0.933676,0.688771,0.754415,0.997914,1.0223
ZG16B,0.569756,0.773271,0.788711,0.939748,0.853524,1.17597,0.984213,0.879047
ZGPAT,0.757986,0.923821,0.381151,0.905128,0.971856,1.02459,0.997914,0.982356
ZGRF1,0.995419,0.99849,0.537583,0.954098,0.945277,1.02695,0.997914,0.988393
ZHX1,0.927362,0.974749,0.458979,1.08011,0.981387,1.01618,0.997914,1.02478
ZHX2,0.55836,1.18336,0.14746,0.860524,0.882904,0.920889,0.993745,1.06196
ZHX3,0.639976,0.937308,0.000417611,0.836645,0.749701,0.925997,0.997914,0.981102
ZIC1,0.629089,0.880846,0.857978,1.02838,0.99015,1.01022,0.997914,1.0263
ZIC2,0.527347,0.849508,0.604487,0.947231,0.884223,0.935107,0.997914,0.976107
ZIC3,0.516597,0.828718,0.476436,0.929458,0.943711,0.962588,0.947835,0.910678
ZIC4,0.525981,0.806932,0.460389,0.912449,0.743565,0.861024,0.94561,0.891371
ZIC5,0.525981,0.822433,0.669594,0.948542,0.91121,0.940269,0.98779,0.934531
ZKSCAN1,0.644547,1.1075,0.00901481,0.805541,0.899074,0.938794,0.993745,1.05441
ZKSCAN3,0.69419,1.11343,0.950727,0.988922,0.854993,1.11472,0.991041,1.07539
ZKSCAN4,0.55836,1.1798,0.0504288,1.20816,0.830036,1.11542,0.842607,1.16033
ZKSCAN5,0.507762,1.13523,0.0220341,1.12869,0.853524,1.05652,0.889062,1.07624
ZKSCAN7,0.757787,1.05901,0.620196,0.955154,0.991493,1.00556,0.881534,1.10336
ZKSCAN8,0.728048,1.19169,0.906105,0.96292,0.983606,0.968603,0.994006,1.10793
ZMAT1,0.91712,0.963743,0.01038,0.757355,0.902003,0.922203,0.994235,1.05848
ZMAT2,0.554627,1.24663,0.0800429,1.24941,0.890675,1.10445,0.805557,1.22872
ZMAT3,0.85346,1.05799,0.127306,0.842929,0.804129,0.875221,0.997216,1.04612
ZMAT4,0.731817,0.907446,0.160514,0.849105,0.887821,0.915172,0.997914,0.960476
ZMAT5,0.768411,0.893666,0.492736,0.885462,0.99015,0.985789,0.997914,0.971764
ZMIZ1,0.999307,1.00046,0.198342,1.17717,0.833025,1.14007,0.997216,0.952169
ZMIZ2,0.788195,0.960345,0.509799,1.0471,0.972174,0.986289,0.993753,0.969662
ZMPSTE24,0.67635,1.14782,0.00276784,1.44096,0.728745,1.2142,0.949501,1.15023
ZMYM1,0.823936,1.07004,0.730666,0.947619,0.981747,1.02063,0.967231,1.11601
ZMYM2,0.743284,1.14098,0.549564,1.12437,0.97855,1.03193,0.997914,1.06478
ZMYM3,0.727443,1.07878,0.161266,0.882044,0.929478,0.954213,0.997914,1.02145
ZMYM4,0.632678,1.17524,0.109631,1.23944,0.937771,1.06764,0.997914,1.01491
ZMYM5,0.815477,1.08244,0.22579,0.847764,0.947719,0.948785,0.995877,1.06186
ZMYM6NB,0.564019,1.11602,0.825196,1.0223,0.964004,1.0206,0.943079,1.07798
ZMYND10,0.54411,0.848378,0.71502,0.956609,0.782048,0.89048,0.972715,0.921079
ZMYND11,0.838301,1.07136,0.00217456,0.703429,0.624392,0.799518,0.999088,1.00473
ZMYND12,0.98755,1.00333,0.351436,1.0573,0.865349,1.05097,0.996577,1.02261
ZMYND15,0.554453,0.860643,0.0736815,1.16611,0.961757,0.97335,0.997914,0.970521
ZMYND19,0.551561,0.872716,0.00282313,0.806004,0.885987,0.939197,0.977461,0.932767
ZMYND8,0.688874,1.08376,0.0307288,0.845981,0.82974,1.09298,0.981729,1.06948
ZNF10,0.63535,1.16336,0.0373299,0.776266,0.931585,0.936017,0.725414,1.2555
ZNF100,0.687538,1.13376,0.826856,1.04083,0.913404,1.08269,0.932631,1.15479
ZNF101,0.682925,1.15686,0.843198,0.95885,0.974904,1.03197,0.957255,1.1558
ZNF106,0.758634,1.10099,0.869372,0.969679,0.954121,1.04523,0.997914,1.01641
ZNF107,0.793714,1.13778,0.723132,1.09527,0.884114,0.85793,0.98779,1.14429
ZNF112,0.858925,1.03987,0.0668203,1.1522,0.938463,1.03901,0.997914,1.02614
ZNF114,0.579986,0.879638,0.276459,0.902507,0.863442,0.92199,0.988529,0.941317
ZNF12,0.570045,1.15393,0.190787,1.13629,0.904712,0.93811,0.99451,1.04644
ZNF121,0.688334,1.14249,0.190441,1.20051,0.982859,1.02283,0.997914,1.04435
ZNF121,0.888494,1.13137,0.326436,0.720498,0.97406,0.93413,0.997914,1.05373
ZNF124,0.639088,1.17913,0.0569046,1.29567,0.976527,1.02974,0.964508,1.14452
ZNF131,0.569756,1.21891,0.0131725,0.742414,0.889684,0.905441,0.992759,1.08364
ZNF132,0.905159,0.959812,0.80706,1.04105,0.97855,0.977533,0.999088,1.00442
ZNF133,0.554627,0.885221,0.608651,0.955236,0.896291,0.949258,0.98779,0.95096
ZNF134,0.985478,1.01124,0.734544,0.928451,0.842507,0.847295,0.997914,1.05484
ZNF135,0.708168,0.925125,0.254661,0.903396,0.961816,0.974551,0.999317,0.999246
ZNF136,0.706426,1.12798,0.818598,1.04347,0.936095,0.938216,0.960621,1.13595
ZNF137P,0.731008,1.10575,0.107318,0.82828,0.908642,0.925494,0.994945,0.946158
ZNF138,0.663291,1.14102,0.0577552,0.798692,0.883018,0.906036,0.997914,1.04325
ZNF14,0.94306,1.05971,0.885775,0.946436,0.831653,0.764688,0.981959,1.22568
ZNF140,0.700925,1.16447,0.290526,1.20091,0.992052,0.989757,0.989896,1.112
ZNF141,0.639165,1.23342,0.906327,1.03393,0.986249,1.02556,0.98779,1.13531
ZNF142,0.887975,1.03494,0.00362614,0.79804,0.940222,0.961552,0.984213,0.939319
ZNF143,0.753628,1.1558,0.0427463,1.42682,0.58942,1.40946,0.993608,1.11724
ZNF146,0.604199,1.1588,0.201801,0.862179,0.913434,1.07276,0.845685,1.17801
ZNF148,0.545732,1.20925,0.989133,0.997738,0.945277,0.956974,0.920125,1.13451
ZNF154,0.984272,1.00658,0.252681,0.896936,0.988267,0.989193,0.949255,1.09893
ZNF155,0.714022,1.08818,0.176561,1.13864,0.89822,0.935839,0.997914,1.01786
ZNF157,0.798912,0.939414,0.00376901,0.776937,0.612324,0.841869,0.371228,0.778551
ZNF16,0.670138,1.08492,0.680671,0.959406,0.78984,1.10144,0.747423,1.14276
ZNF160,0.687416,1.11198,0.322508,0.891254,0.963323,0.968624,0.869743,1.15895
ZNF165,0.731008,0.946161,0.230813,0.921682,0.694055,0.903047,0.994235,1.03222
ZNF169,0.946741,0.984156,0.257878,1.09167,0.873777,1.06453,0.848626,1.11165
ZNF17,0.622646,1.17259,0.687631,1.06999,0.955504,1.04526,0.997914,0.958849
ZNF174,0.513412,1.15726,0.599164,0.956649,0.940694,0.969404,0.951585,1.07311
ZNF175,0.601267,1.255,0.535152,1.13563,0.868389,1.16459,0.997914,1.01775
ZNF18,0.698725,1.08547,0.967306,0.994205,0.997083,1.00165,0.989896,1.05832
ZNF180,0.58058,1.22145,0.191394,0.8296,0.978441,0.973047,0.912096,1.18595
ZNF184,0.719595,1.16336,0.999245,0.999744,0.85006,0.844198,0.997914,1.06217
ZNF185,0.993742,0.991749,0.537466,0.832299,0.988836,1.02834,0.993608,0.858593
ZNF189,0.60108,1.25317,0.601345,1.11595,0.933765,1.08996,0.915633,1.22871
ZNF19,0.814768,1.04483,0.893896,1.01496,0.967721,1.01937,0.997914,1.0262
ZNF195,0.661056,1.19194,0.898836,0.968192,0.995526,1.00545,0.700087,1.34967
ZNF197,0.526954,1.14043,0.95871,0.994366,0.99015,1.00636,0.713675,1.12995
ZNF2,0.965681,1.01835,0.633958,1.07618,0.997343,0.998537,0.997914,1.02697
ZNF20,0.551561,1.2021,0.0283235,1.24648,0.838485,1.11778,0.997914,1.03888
ZNF200,0.822771,1.05605,0.00840673,1.25484,0.879715,1.0797,0.984213,1.0766
ZNF202,0.596278,1.11186,0.0892882,1.13943,0.240212,1.24605,0.41564,1.21736
ZNF205,0.560248,0.864305,0.899553,0.982393,0.89818,0.938473,0.916035,0.897088
ZNF205-AS1,0.64281,0.874982,0.0131326,0.765294,0.797024,0.867419,0.999088,1.00292
ZNF207,0.850598,1.04843,0.973413,1.0051,0.973425,0.979381,0.981959,1.07772
ZNF208,0.627131,0.73082,0.967754,0.98312,0.839644,0.764198,0.993753,1.14433
ZNF211,0.568498,1.09318,0.0951696,0.909943,0.961809,1.01771,0.346513,1.16925
ZNF212,0.547949,1.13101,0.00484361,1.19673,0.0394892,1.32183,0.371228,1.20037
ZNF213,0.823711,0.946351,0.516796,1.07577,0.889684,1.07537,0.997914,1.03453
ZNF214,0.864766,1.04223,0.330412,1.0974,0.737904,1.13091,0.706262,1.17353
ZNF215,0.910101,0.979737,0.993141,1.0008,0.963245,0.982046,0.984213,1.04844
ZNF217,0.599019,1.22829,0.979323,0.993359,0.948538,1.0617,0.99935,1.00108
ZNF219,0.62533,0.909473,0.894359,0.984137,0.934428,0.961679,0.98779,0.947256
ZNF22,0.758179,1.14532,0.375167,0.84147,0.99743,1.00204,0.819922,1.31094
ZNF221,0.774968,0.939434,0.761199,0.964742,0.954121,1.03134,0.952627,0.914459
ZNF222,0.956569,1.02329,0.185687,1.18657,0.972986,1.02913,0.749613,1.2398
ZNF223,0.571524,1.16973,0.0214066,1.25252,0.541766,1.23201,0.864486,1.15715
ZNF224,0.602021,1.15872,0.310011,1.12963,0.95619,1.03811,0.968655,1.10729
ZNF225,0.773531,1.11265,0.578364,1.1052,0.924972,1.08548,0.984213,1.11707
ZNF226,0.825161,1.07523,0.895103,0.974583,0.937423,0.940952,0.921293,1.16
ZNF227,0.766477,1.12275,0.920637,0.975655,0.98676,0.980107,0.977537,1.1445
ZNF23,0.674461,0.951122,0.000701161,0.862156,0.692291,0.926675,0.839504,1.07462
ZNF230,0.533765,1.24556,0.0209905,1.2905,0.868389,1.11053,0.997914,1.01666
ZNF232,0.930275,1.02132,0.166105,0.896902,0.564955,0.862222,0.962504,0.928062
ZNF233,0.769582,0.955684,0.0905792,0.903367,0.730438,0.915762,0.610525,0.882514
ZNF234,0.678878,1.14333,0.913922,0.977748,0.952071,1.04957,0.964112,1.13437
ZNF235,0.968087,1.01745,0.0580263,1.25787,0.884528,1.10481,0.993745,1.07741
ZNF236,0.994136,0.997647,0.078226,0.874131,0.684118,0.881868,0.993745,0.957835
ZNF239,0.667591,1.10092,0.902059,1.01777,0.967439,1.02483,0.89781,1.12276
ZNF24,0.707595,0.951398,0.0203798,1.1242,0.899074,0.962751,0.997914,0.986399
ZNF248,0.593794,1.13915,0.00593273,0.786357,0.99015,1.00838,0.991356,1.06323
ZNF25,0.799664,1.08361,0.361417,1.13213,0.984695,0.981922,0.998927,0.992966
ZNF250,0.833395,1.05483,0.901328,1.0189,0.812971,0.895302,0.995966,1.04352
ZNF252P-AS1,0.908256,0.96023,0.961208,1.0093,0.968228,1.03114,0.997914,1.02916
ZNF253,0.631621,1.33459,0.985929,0.993172,0.974802,0.948461,0.997914,1.06582
ZNF254,0.772083,1.10078,0.153615,0.826987,0.895342,0.90868,0.997914,1.03559
ZNF256,0.953273,0.977552,0.0561888,0.807051,0.546847,0.793571,0.996467,1.05025
ZNF26,0.719563,1.10415,0.785337,0.958502,0.981978,0.980932,0.981959,1.09523
ZNF260,0.593794,1.22148,0.951678,1.01439,0.967539,0.961315,0.938231,1.17714
ZNF263,0.754464,0.956628,0.000638621,0.839811,0.495417,0.888475,0.997914,0.989745
ZNF266,0.704193,1.14358,0.0422817,0.757212,0.990908,1.01155,0.979628,1.12879
ZNF267,0.779405,1.18862,7.75E-05,2.38825,0.96804,1.06557,0.993753,1.13421
ZNF271P,0.611601,1.24593,0.657411,0.907527,0.968204,0.956576,0.997914,0.937494
ZNF273,0.675711,1.19064,0.655684,1.10116,0.906287,1.1197,0.928337,1.21447
ZNF274,0.810944,1.04907,0.247041,0.909967,0.85302,0.927226,0.979827,1.0672
ZNF276,0.886755,0.970785,5.79E-05,0.767767,0.954408,0.974804,0.997914,0.97664
ZNF277,0.604996,1.22386,0.267663,0.834061,0.91908,1.09562,0.937589,1.18764
ZNF28,0.935089,1.04031,0.990259,0.997185,0.900595,1.11284,0.995966,0.936168
ZNF280A,0.643708,0.895216,0.535504,0.930422,0.989272,1.01069,0.984213,0.928795
ZNF280B,0.955645,1.01834,0.0475743,0.831136,0.757183,0.876437,0.997914,1.01963
ZNF280C,0.813463,1.08953,0.870878,1.03474,0.839644,0.864789,0.997914,1.04295
ZNF280D,0.830841,1.07282,0.169815,0.839693,0.855251,0.886831,0.997914,1.01949
ZNF281,0.789066,0.9362,0.894991,0.98044,0.710767,0.863821,0.984213,0.928708
ZNF282,0.63002,0.915025,0.0160781,0.84745,0.899016,0.949316,0.944175,0.923677
ZNF285,0.706498,1.11139,0.425019,1.10844,0.989195,0.98745,0.651348,1.24949
ZNF286A,0.985479,1.01465,0.544581,0.856601,0.903004,0.864837,0.998861,1.01248
ZNF287,0.677586,1.15174,0.217076,0.837344,0.896291,0.90488,0.984213,1.11277
ZNF295-AS1,0.691786,0.855424,0.322982,0.840934,0.940222,0.928452,0.997914,1.05563
ZNF296,0.887574,0.950931,0.865914,1.03196,0.948314,1.05023,0.97299,0.894776
ZNF3,0.706771,1.0716,0.475302,0.939967,0.977631,1.01506,0.967231,1.07247
ZNF30,0.679025,1.0994,2.57E-06,0.668768,0.944042,0.960868,0.996467,1.04007
ZNF300,0.603689,1.12541,0.236488,1.11791,0.99015,1.00805,0.983814,1.07467
ZNF302,0.810856,1.09738,0.671737,0.921274,0.991875,0.98968,0.981084,1.13162
ZNF304,0.672756,1.17597,0.838341,1.04745,0.954769,1.0557,0.997914,1.03842
ZNF317,0.902881,0.973042,0.689739,1.04043,0.999057,1.00024,0.997914,1.02567
ZNF318,0.62981,1.14583,4.01E-05,0.65626,0.89277,0.919003,0.993745,1.06574
ZNF32,0.812858,1.08929,0.00166668,0.672591,0.838851,0.864815,0.997914,0.957262
ZNF324,0.595923,0.911834,0.0901418,0.892934,0.771019,0.914691,0.861457,0.908784
ZNF324B,0.684212,0.954884,0.115815,0.93047,0.946158,0.981318,0.837763,0.933365
ZNF326,0.694118,1.12797,0.301913,1.14982,0.981062,1.0228,0.867937,1.18958
ZNF329,0.646051,1.163,0.0766174,0.794642,0.850289,0.876631,0.983635,1.11288
ZNF330,0.613338,1.18318,0.423399,1.12767,0.842507,1.14438,0.961758,1.13752
ZNF331,0.55077,0.842545,0.121301,0.858831,0.956049,0.96708,0.995966,0.956725
ZNF333,0.658238,0.945416,0.608323,0.967799,0.99015,1.00479,0.997914,0.988021
ZNF334,0.551561,0.90398,0.041947,0.892137,0.955042,1.02057,0.919032,0.932227
ZNF335,0.976925,0.992452,0.0269372,0.859581,0.969647,0.981859,0.997914,0.984277
ZNF337,0.575991,1.13623,1.41E-06,0.679764,0.933765,1.04487,0.98308,1.0727
ZNF33A,0.738611,1.20552,0.354361,1.25767,0.996963,0.995551,0.997914,1.02069
ZNF33B,0.618539,1.2752,0.277005,0.798274,0.944034,0.919797,0.995966,1.08594
ZNF34,0.702886,0.911623,0.957436,0.991491,0.91908,0.943292,0.988333,0.934343
ZNF341,0.631476,0.895864,0.806303,0.968657,0.951957,0.96672,0.997914,1.01934
ZNF343,0.912758,0.971904,0.0928736,0.866664,0.978884,0.983526,0.927152,0.905077
ZNF345,0.934204,0.96626,0.00203268,0.692137,0.728745,0.826983,0.997914,1.04202
ZNF346,0.924242,1.01909,0.000603722,0.818578,0.88096,0.948932,0.993745,1.0377
ZNF347,0.783019,1.15521,0.451362,1.19546,0.968929,0.948385,0.997914,1.05231
ZNF35,0.719563,1.11475,0.172956,1.18669,0.900831,0.918058,0.997914,1.03292
ZNF350,0.640233,1.1643,0.0658647,1.26339,0.943116,1.05877,0.855507,1.20462
ZNF354A,0.577689,1.18233,0.426078,0.901728,0.98676,0.985442,0.984213,1.09323
ZNF354C,0.982447,1.0129,0.860345,1.04235,0.983285,1.02589,0.997914,1.05281
ZNF358,0.797419,0.951965,0.0593517,0.872904,0.881837,0.941492,0.545107,0.848058
ZNF362,0.873715,1.04283,0.000996172,0.756193,0.881303,0.926819,0.891786,0.886046
ZNF365,0.904821,0.977779,0.822322,0.97968,0.862365,0.94292,0.999088,1.00097
ZNF366,0.636838,0.863606,0.515414,1.1009,0.983285,0.980211,0.969563,0.892788
ZNF367,0.569756,0.921202,0.000161664,0.833483,0.871588,0.954909,0.984176,0.958576
ZNF37A,0.687538,0.916645,0.00466525,1.25541,0.79962,1.11238,0.983981,1.07261
ZNF382,0.616324,1.24444,0.241539,0.807433,0.909913,0.893196,0.997914,1.04661
ZNF383,0.611601,1.2867,0.694549,0.903827,0.990513,1.01656,0.997914,1.07544
ZNF384,0.67268,1.06089,0.131603,0.917682,0.865811,0.949571,0.931009,0.937291
ZNF384,0.780102,1.08513,0.213399,0.861469,0.994472,1.00531,0.995966,1.05236
ZNF385A,0.906516,1.04413,0.0974423,1.22373,0.684071,1.22005,0.985243,0.913568
ZNF385B,0.926888,0.979417,0.701524,1.03747,0.984412,0.989011,0.997914,1.0287
ZNF385C,0.501515,0.814042,0.857252,0.976463,0.749701,0.884404,0.999088,1.00157
ZNF385C,0.631476,0.899425,0.450488,1.07971,0.985389,1.01281,0.997914,0.978684
ZNF385D,0.638073,0.902113,0.0534678,0.849421,0.447559,0.822981,0.818025,0.872662
ZNF394,0.983348,0.989573,0.699215,0.932936,0.90076,0.908987,0.946777,1.15662
ZNF395,0.748441,1.05066,9.31E-14,0.598318,0.0190809,0.758606,0.984213,0.952667
ZNF397,0.88991,1.04874,0.661649,1.06917,0.991541,1.00876,0.997914,1.01728
ZNF398,0.588323,1.09994,0.065852,0.88646,0.963731,1.02018,0.917257,1.08472
ZNF407,0.895187,0.964742,0.900688,1.01853,0.868389,0.920273,0.972219,1.0879
ZNF408,0.996372,0.997944,0.921035,1.01702,0.913708,1.06845,0.941061,1.12293
ZNF41,0.673839,1.07705,0.00602965,1.19745,0.89818,1.05203,0.997914,1.02621
ZNF410,0.690367,1.13431,0.424838,1.12441,0.852437,1.13533,0.988333,1.09314
ZNF414,0.536284,0.852177,0.139523,0.878255,0.947834,0.965624,0.997352,0.966089
ZNF415,0.889181,1.03874,0.00590594,0.786813,0.956049,1.03286,0.997914,1.01142
ZNF416,0.531663,1.27769,0.877106,1.03122,0.983488,0.979637,0.883427,1.18921
ZNF417,0.917753,1.07831,0.623633,0.862543,0.685539,0.680884,0.993745,0.875581
ZNF418,0.928191,0.984041,1.07E-05,0.794487,0.351567,0.867719,0.997914,0.994997
ZNF420,0.555148,1.37139,0.557316,0.874674,0.983623,0.971051,0.993745,1.11582
ZNF423,0.612862,0.920533,0.896765,0.986929,0.920184,0.962722,0.994509,1.03174
ZNF425,0.895575,0.972769,0.921271,1.01151,0.792868,0.914788,0.920125,1.08924
ZNF426,0.795903,1.10461,0.931268,1.02098,0.948969,0.943972,0.984213,1.11883
ZNF428,0.859861,0.939547,0.233886,0.852527,0.890675,1.10247,0.988333,1.09208
ZNF429,0.563413,1.42717,0.841497,0.936548,0.849988,1.24858,0.949255,1.26545
