gene,qval_6h,ratio_6h,qval_1d,ratio_1d,qval_3d,ratio_3d,qval_7d,ratio_7d
ADCY10,0.554627,0.917076,0.405274,0.953206,0.874708,0.957535,0.984213,0.961703
ADCY2,0.564441,0.869174,0.984616,1.00286,0.884528,0.93168,0.985611,0.937334
ADCY3,0.991799,0.994263,0.866107,0.967876,0.916172,0.924224,0.997914,0.988458
ADCY4,0.602368,0.88813,0.598987,1.06008,0.912817,0.945093,0.997914,0.987542
ADCY5,0.551561,0.837307,0.864109,1.02662,0.858541,0.907904,0.993745,0.942415
ADCY6,0.627131,0.895938,0.567895,0.938823,0.936767,0.956826,0.989896,0.942418
ADCY7,0.970072,0.988997,0.00477684,1.24381,0.158756,1.30607,0.984213,0.936426
ADCY8,0.639165,0.913809,0.620401,1.0492,0.936095,1.0388,0.993745,0.95682
ADCY9,0.999482,0.999777,0.197463,0.889491,0.993514,1.00451,0.997914,0.981122
ADCYAP1,0.584133,0.876055,0.190874,0.882425,0.819314,0.900522,0.704469,0.843458
ADCYAP1R1,0.690146,0.906093,0.981621,1.00394,0.964413,0.97089,0.997914,0.982034
ADD1,0.782546,1.04541,0.00245138,0.839739,0.858541,0.942144,0.993562,0.961644
ADD2,0.851641,1.03822,0.517029,0.944859,0.968026,0.980785,0.997914,0.993909
ADD3,0.600635,1.17601,7.47E-05,0.646818,0.967032,0.967511,0.997646,1.04887
ADGRA1,0.555148,0.821562,0.943364,1.0134,0.939309,0.946334,0.997216,0.953656
ADGRA2,0.665394,0.889417,0.526561,0.92023,0.971464,1.02687,0.996781,0.956337
ADGRA3,0.528278,0.835258,0.236901,0.890623,0.180759,0.751506,0.98779,0.935814
ADGRB1,0.61196,0.883243,0.846854,0.972822,0.862004,0.913931,0.989896,0.937975
ADGRB2,0.55077,0.865913,0.873419,0.980332,0.926072,0.955252,0.993745,0.952333
ADGRB3,0.821132,0.97219,0.806198,1.01674,0.759234,1.06656,0.941904,1.05341
ADGRD1,0.962959,0.986651,0.0010047,0.778873,0.971862,0.980315,0.997914,0.97766
ADGRD2,0.618517,0.880204,0.98549,0.99698,0.88661,0.923008,0.997914,0.969942
ADGRE1,0.97183,1.01966,0.685223,1.08596,0.464465,1.40484,0.979266,0.87447
ADGRE2,0.746479,0.868946,0.12777,1.3046,0.606467,1.37499,0.942103,0.827506
ADGRE3,0.656187,1.33767,0.00837164,0.525579,0.916884,1.17391,0.997914,0.951697
ADGRE5,0.996579,0.995399,0.856134,0.931743,0.91121,1.18249,0.997914,0.912746
ADGRF1,0.525981,0.766475,0.730862,0.941334,0.871588,0.89261,0.917257,0.854312
ADGRF1,0.982174,0.993192,0.786595,1.03153,0.880381,1.06966,0.984213,1.06453
ADGRF2,0.78322,0.931892,0.744339,1.04545,0.887622,0.924696,0.997914,1.01279
ADGRF3,0.569756,0.87596,0.967893,1.00569,0.874965,0.929654,0.997914,0.974058
ADGRF4,0.575991,0.866653,0.72517,0.955312,0.865811,0.91543,0.956688,1.10415
ADGRF5,0.592697,0.920091,0.859722,1.01608,0.968929,0.984593,0.997914,1.01636
ADGRG1,0.901092,0.90335,0.001034,0.436713,0.842507,1.32895,0.999733,1.00046
ADGRG2,0.513412,0.854472,0.808837,1.02491,0.982495,0.988009,0.977537,0.939667
ADGRG3,0.986125,0.991164,0.348194,1.14998,0.586148,0.775716,0.854956,0.824755
ADGRG4,0.584133,0.915095,0.973477,0.996592,0.995608,1.00201,0.998861,1.0043
ADGRG5,0.602368,0.889178,2.33E-05,0.710455,0.939488,0.959246,0.98602,0.937904
ADGRG6,0.638855,0.943126,0.217908,0.937664,0.482226,0.898984,0.984038,0.960919
ADGRG7,0.602368,0.930985,0.457304,0.954799,0.894279,0.961076,0.997914,0.991067
ADGRL1,0.947454,0.963871,0.337967,0.835997,0.98432,1.02653,0.997914,1.0678
ADGRL1,0.83862,0.951912,0.542389,0.935773,0.983291,1.01448,0.997914,0.975827
ADGRL2,0.675711,0.944322,0.922127,0.99139,0.936435,0.973152,0.997914,1.01477
ADGRL3,0.620729,0.925153,0.908857,0.988803,0.96509,0.982231,0.993753,1.03341
ADGRL4,0.790903,0.962663,0.502887,0.956648,0.989272,0.993853,0.988167,1.03969
ADGRV1,0.654586,0.944641,0.471057,0.957849,0.938598,0.975736,0.997914,1.00477
ADH1A,0.840162,1.06903,0.603835,0.923321,0.882362,0.90504,0.964298,0.888039
ADH1B,0.650115,0.919912,0.851652,0.97965,0.868389,1.06844,0.998305,1.00589
ADH1C,0.7564,0.909827,0.20639,1.17247,0.997243,0.99848,0.997914,1.02481
ADH4,0.501578,0.88215,0.789986,0.979954,0.921829,1.03188,0.520678,0.884205
ADH5,0.986553,1.0083,0.300313,0.865765,0.99015,0.988372,0.991356,1.08718
ADH6,0.600635,0.914462,0.911312,1.01184,0.968667,1.01742,0.993745,0.963463
ADH7,0.909348,0.967925,0.933766,0.987244,0.935627,0.953727,0.997914,0.974625
ADHFE1,0.999617,1.00012,0.040933,0.887671,0.909683,1.04067,0.742054,1.11176
ADI1,0.900068,1.07886,0.840246,0.941327,0.974904,1.0458,0.997914,1.05957
ADIG,0.465461,0.749718,0.988707,1.00262,0.853524,0.894023,0.988333,0.92395
ADIPOQ,0.745505,0.910097,0.984003,1.00394,0.89556,0.918467,0.997216,1.048
ADIPOR1,0.899916,1.04748,0.0190139,1.31568,0.993657,0.993737,0.998954,1.00693
ADIPOR2,0.938535,1.0201,0.0259735,1.18449,0.860588,1.07823,0.997914,1.01071
ADIRF,0.619903,0.894457,0.595802,1.06026,0.955501,1.03115,0.961368,0.916486
ADK,0.912175,1.06959,0.163332,0.749659,0.893969,0.861285,0.993753,1.11259
ADM,0.821041,0.910936,1.03E-08,2.3957,0.554697,1.36348,0.997914,1.01906
ADM2,0.525981,0.762625,0.440468,0.88794,0.773774,0.839392,0.949255,0.867876
ADM5,0.873639,1.05732,0.0524833,0.792875,0.901743,0.917296,0.984213,1.09855
ADNP,0.569756,1.18043,0.00408507,0.750985,0.940212,1.052,0.997914,1.02162
ADNP2,0.887574,0.962275,0.15179,0.871303,0.777828,0.885512,0.997914,0.981307
ADO,0.762268,1.05914,2.43E-06,1.38648,0.934912,1.0383,0.977537,1.06746
ADORA1,0.660846,0.88534,0.948677,0.988414,0.89462,0.921035,0.997914,0.967915
ADORA2A,0.838785,1.07276,0.382534,0.881794,0.808775,0.8599,0.997914,0.979867
ADORA2B,0.564208,0.866113,0.953021,0.991399,0.991699,1.00654,0.997914,0.973339
ADORA3,0.821717,0.846361,0.175333,1.48303,0.939669,1.14211,0.997914,0.951025
ADPGK,0.949886,1.02117,1.54E-07,1.64727,0.883018,1.08446,0.997914,1.01249
ADPRH,0.740032,1.08437,3.32E-15,2.47635,0.10894,1.39824,0.984213,1.07888
ADPRHL1,0.784448,0.935788,0.172783,1.1425,0.874708,1.08433,0.997914,1.02934
ADPRHL2,0.933195,1.03163,1.93E-05,1.57707,0.669895,1.21246,0.997914,1.01752
ADPRM,0.974683,1.01881,0.0100767,0.677276,0.90105,0.892215,0.997914,1.0624
ADRA1A,0.555148,0.859739,0.562096,0.938322,0.900595,0.938881,0.997914,0.988304
ADRA1B,0.662067,0.891808,0.864868,0.973302,0.951108,0.961207,0.98779,0.928394
ADRA1D,0.562795,0.856135,0.859664,1.0259,0.945277,0.960669,0.922033,0.8922
ADRA2A,0.660846,0.90876,0.10002,0.866661,0.691518,0.870266,0.962504,0.918031
ADRA2B,0.741361,0.912823,0.35835,1.11903,0.995608,1.00356,0.997914,0.974351
ADRA2C,0.641529,0.8819,0.807646,0.963172,0.919196,0.938013,0.997914,0.962482
ADRB1,0.704324,1.19865,0.26402,1.25808,0.99015,0.982066,0.999851,1.00009
ADRB1,0.691821,0.883521,0.987081,0.996668,0.951513,0.953526,0.993745,0.932648
ADRB2,0.815131,0.956099,0.405844,0.9334,0.903004,1.05188,0.997914,1.02534
ADRB3,0.641744,0.822327,0.632892,1.10725,0.903338,0.891172,0.984213,0.882423
ADRBK1,0.980218,1.00995,0.28694,0.88152,0.883173,1.09244,0.999733,0.999687
ADRBK2,0.68031,1.16079,0.00179832,1.51727,0.5648,1.32793,0.995966,0.938971
ADRM1,0.934969,1.02973,0.902867,0.9784,0.95619,1.0389,0.997914,0.971165
ADSL,0.888935,1.06936,0.216739,0.80644,0.981827,0.971491,0.997914,1.04756
ADSS,0.748004,1.11523,0.224224,1.18825,0.815957,1.16816,0.993398,1.08766
ADSSL1,0.569756,0.875512,0.0348486,0.841534,0.995608,0.997237,0.997914,0.969663
ADTRP,0.967144,0.98107,0.988398,0.996907,0.805962,0.853921,0.997914,1.03063
AEBP1,0.618558,0.888127,0.00226411,0.768665,0.867916,0.918562,0.99966,1.00051
AEBP2,0.886755,1.04352,0.340497,0.897068,0.984989,1.01531,0.917209,1.13413
AEN,0.872063,0.953439,0.882343,0.976496,0.98432,0.984015,0.984213,1.08514
AES,0.89739,1.0394,3.25E-08,0.58323,0.751853,0.868976,0.999088,1.00168
AFAP1,0.915542,1.02772,0.0656664,0.859037,0.786499,0.89844,0.981729,0.932604
AFAP1-AS1,0.644344,0.832175,0.824914,0.949878,0.92691,0.915358,0.987149,0.890548
AFAP1L1,0.84679,0.947568,0.972517,1.00594,0.934479,0.949575,0.985611,0.927811
AFAP1L2,0.916403,0.978323,0.0570546,0.881447,0.806826,0.922327,0.997914,0.990389
AFF1,0.707222,1.08319,0.0561888,1.17213,0.762018,0.890692,0.997914,0.971022
AFF2,0.799964,0.949703,0.763716,0.967908,0.58406,0.861727,0.993753,0.960123
AFF3,0.562795,1.15102,8.18E-06,0.699945,0.31674,0.798338,0.997914,1.01238
AFF4,0.707077,1.14853,0.135052,1.25205,0.995526,0.994852,0.997914,1.04592
AFG3L1P,0.93356,0.982644,0.186615,0.913974,0.918809,1.04009,0.984213,1.05189
AFG3L2,0.960438,1.01365,0.01937,0.839638,0.849816,0.923763,0.999251,0.999159
AFM,0.612558,0.917519,0.771104,0.973421,0.933765,0.96633,0.997914,1.02231
AFP,0.637864,0.941041,0.950955,1.00514,0.931585,0.973451,0.998836,0.996386
AFTPH,0.639165,1.11541,0.417414,0.917571,0.883018,1.07821,0.997914,1.02005
AGA,0.597076,1.25463,0.995843,1.00135,0.740918,1.26416,0.850742,1.27307
AGAP1,0.569756,0.877436,2.84E-06,0.694712,0.44223,0.827697,0.910421,0.90086
AGAP2,0.93429,1.01872,0.000809793,0.806319,0.922178,0.959933,0.998347,0.994598
AGAP3,0.656171,0.919655,0.363645,1.0794,0.989379,0.991792,0.989896,0.950265
AGBL1,0.733056,0.939426,0.910019,0.98696,0.964411,0.978574,0.999647,1.00047
AGBL2,0.676641,0.952509,0.00597196,0.887248,0.987393,0.994077,0.805694,0.927757
AGBL3,0.858759,1.09061,0.954393,1.01637,0.728745,1.29173,0.997914,0.941407
AGBL4,0.569756,0.873927,0.477101,0.929765,0.923586,0.951235,0.997914,0.982005
AGBL5,0.867684,1.02638,1.21E-05,0.799464,0.692291,0.915537,0.997914,1.00724
AGER,0.929048,0.969205,0.323788,0.886456,0.96509,1.03254,0.993608,1.07007
AGFG1,0.641832,1.10661,0.00687609,1.24397,0.887689,1.07047,0.999088,1.0018
AGFG2,0.568411,1.12136,1.38E-08,0.668344,0.684673,0.888552,0.996731,1.03061
AGGF1,0.597076,1.13485,0.779294,1.03705,0.920931,1.05583,0.996736,1.03899
AGK,0.897084,1.0567,0.95119,1.01445,0.965049,1.04282,0.983596,1.12454
AGL,0.731456,1.13488,0.0752232,0.772634,0.963379,0.956713,0.993745,1.09001
AGMAT,0.970582,0.985118,0.00181976,0.721008,0.740727,0.851025,0.997914,0.982566
AGMO,0.525981,0.90915,0.98404,0.998416,0.933765,0.97613,0.997914,0.983309
ago-01,0.710165,1.1058,0.00667868,0.760157,0.935181,0.946717,0.991356,0.931637
ago-02,0.992226,1.00352,0.0178179,0.831849,0.798455,0.903766,0.997914,0.970775
ago-03,0.915689,1.02843,0.190906,0.888697,0.848522,0.916558,0.995966,1.03944
ago-04,0.669803,1.16726,0.802856,0.949485,0.891212,1.1172,0.997914,1.02283
AGPAT1,0.722416,1.10978,0.0260712,0.779888,0.98432,0.981972,0.960141,0.889547
AGPAT2,0.829997,0.94617,0.012171,1.25457,0.89556,1.07356,0.996235,0.959474
AGPAT3,0.951476,1.01685,2.14E-10,1.69827,0.503875,1.18694,0.997914,0.985536
AGPAT3,0.944428,1.03326,0.577286,1.10384,0.93896,1.07067,0.999298,1.0014
AGPAT4,0.97249,0.987731,0.377702,1.10421,0.974177,0.977881,0.999317,1.00075
AGPAT4-IT1,0.962211,0.974242,0.949156,0.983791,0.842942,1.17593,0.988315,1.11652
AGPAT5,0.774968,1.12191,0.164913,1.25308,0.987727,1.01996,0.998861,0.989383
AGPS,0.698728,1.11786,7.95E-05,1.52219,0.72871,1.18643,0.993608,1.0747
AGR2,0.549211,0.876454,0.134851,0.893158,0.976529,0.984587,0.771465,0.883013
AGR3,0.779071,0.955854,0.985286,0.99808,0.858127,1.06175,0.838875,1.09924
AGRP,0.642183,0.925712,0.619872,0.959257,0.948767,0.97433,0.977537,0.943238
AGT,0.565362,0.84847,0.990813,1.00177,0.827216,0.891622,0.997914,0.979491
AGTPBP1,0.84188,1.08697,0.022839,0.716719,0.893356,0.890302,0.996463,0.9362
AGTR1,0.624125,0.921629,0.862738,1.01732,0.740441,1.09722,0.997914,1.0219
AGTR2,0.860434,0.950989,0.782445,0.961211,0.979903,1.0195,0.984213,0.925949
AGTRAP,0.931502,0.940736,0.730854,0.901,0.941354,1.10735,0.997914,0.922529
AGVR6190,0.683246,0.85786,0.599899,0.905596,0.996936,0.996844,0.997914,0.952889
AGXT,0.570187,0.854675,0.809575,0.965045,0.88661,0.921516,0.999088,0.996951
AGXT2,0.662004,0.898914,0.928233,1.01426,0.98676,0.987435,0.997914,0.966669
AHCTF1,0.667246,1.07591,0.000529874,0.80542,0.500217,0.866296,0.997914,0.990493
AHCY,0.934532,1.02643,0.00413109,0.768884,0.814128,0.891079,0.967643,0.910978
AHCYL1,0.606331,1.07412,0.0616238,1.10423,0.692333,1.0902,0.923832,1.06598
AHCYL2,0.641769,1.09066,0.801554,0.973682,0.972398,0.982692,0.999058,0.996375
AHDC1,0.820651,0.95236,0.000714715,0.776689,0.91121,1.05457,0.957255,0.920368
AHI1,0.897084,1.04315,0.759401,1.04779,0.993717,1.00557,0.997914,1.03611
AHNAK,0.930871,1.03665,0.440736,0.890025,0.979297,0.975358,0.997914,1.03639
AHNAK2,0.538661,0.874819,0.877724,0.983053,0.94323,1.03226,0.600892,0.859777
AHR,0.791649,1.139,0.0115494,1.56709,0.873777,0.84879,0.997914,1.06482
AHRR,0.743573,0.922622,0.48526,1.08416,0.903004,0.934462,0.989896,0.93606
AHSA1,0.523766,1.22207,0.937741,0.987835,0.974177,0.978608,0.997914,1.03779
AHSA2,0.898104,0.974148,0.00813976,0.843429,0.991687,0.994966,0.938408,1.0801
AHSG,0.728331,0.918866,0.919362,0.984188,0.935515,0.95228,0.989896,1.0667
AHSP,0.78151,0.872908,0.35693,1.2169,0.944042,0.920761,0.994235,1.09962
AICDA,0.569756,0.866464,0.672533,0.950231,0.994472,0.995814,0.967231,0.916177
AIDA,0.900385,1.06143,0.403746,0.858604,0.97108,1.04106,0.997914,1.04668
AIF1,0.890445,1.10707,0.608194,0.849213,0.902418,1.19299,0.997914,0.933237
AIF1L,0.571203,0.866444,0.44775,0.920419,0.868389,0.918745,0.944814,0.903117
AIFM1,0.957506,1.02942,0.883557,1.03672,0.646578,1.31673,0.968699,1.15902
AIFM2,0.510046,0.807145,0.562554,1.06994,0.79962,0.890248,0.999088,0.997595
AIFM3,0.61223,0.873222,0.475497,0.915744,0.981515,0.981392,0.989896,0.93236
AIG1,0.743713,1.13231,0.0178851,0.713317,0.955565,0.948939,0.997914,0.973384
AIM1L,0.746157,0.90479,0.891624,1.02652,0.944364,0.948855,0.984213,0.909121
AIM2,0.803909,1.26745,0.00694238,2.50541,0.724222,1.72511,0.999088,0.988908
AIMP1,0.945714,1.03626,0.363584,0.851179,0.96546,0.955369,0.93275,1.19988
AIMP2,0.864176,1.07571,0.388866,1.15949,0.758846,1.2303,0.984213,1.12972
AIP,0.782226,1.10439,0.0119781,0.719151,0.989379,1.01516,0.997914,0.949866
AIPL1,0.678973,0.89366,0.868605,1.02788,0.988498,1.01303,0.997914,1.01007
AIRE,0.555148,0.834043,0.98361,0.996292,0.857269,0.902311,0.992352,0.934884
AJAP1,0.553078,0.865062,0.134811,0.880004,0.684071,0.872141,0.980945,0.932112
AJUBA,0.845119,0.962714,0.303276,0.922937,0.985941,0.989816,0.997914,1.01341
AK1,0.577079,0.868029,0.0856047,0.849752,0.938598,0.954898,0.997914,0.984423
AK2,0.784552,1.15177,0.634903,1.12942,0.930036,1.11302,0.993753,1.10923
AK3,0.920477,1.03044,0.00809987,0.786548,0.310939,0.775048,0.997914,1.01812
AK4,0.663803,0.854499,0.714095,1.07387,0.983606,1.02322,0.9094,0.833918
AK5,0.694377,1.17464,1.99E-08,0.4052,0.928104,0.912674,0.988315,1.1233
AK6,0.898314,1.13222,0.587037,0.801098,0.995914,0.990063,0.995744,1.16537
AK7,0.889677,0.972977,0.879251,1.01595,0.845726,1.07125,0.995966,1.0316
AK8,0.669226,0.898996,0.324104,0.897277,0.794394,0.883197,0.967643,0.910136
AK9,0.605933,1.20458,0.921606,0.977789,0.865811,0.878788,0.984213,1.11058
AKAP1,0.674442,1.07527,1.84E-08,0.685274,0.843603,0.931444,0.997914,1.02383
AKAP10,0.640802,1.13027,0.021424,1.25598,0.827036,1.12311,0.999088,0.996419
AKAP11,0.840496,1.08656,0.840573,1.04648,0.89556,0.893743,0.997914,0.974704
AKAP12,0.591841,0.872236,0.8719,1.02434,0.735595,0.869631,0.993745,0.9489
AKAP13,0.630097,1.10262,0.210845,1.11145,0.939177,1.03903,0.993608,1.05128
AKAP14,0.844177,0.955505,0.740484,1.03914,0.986229,0.988004,0.997914,1.01363
AKAP2,0.958731,0.98125,0.130696,1.17726,0.773104,0.868975,0.997914,0.962967
AKAP3,0.657525,0.920233,0.90508,1.01434,0.905575,0.950477,0.971727,1.07109
AKAP4,0.513412,0.803581,0.906645,1.01855,0.896291,0.93076,0.995966,0.956452
AKAP5,0.654357,0.783015,0.388537,0.8084,0.942141,0.906716,0.993753,0.893654
AKAP6,0.562795,0.761303,0.320393,0.832883,0.93475,0.918647,0.997914,0.963159
AKAP7,0.900068,1.03209,0.0413867,1.18119,0.971645,1.02073,0.984213,0.935831
AKAP8,0.732373,0.952093,0.425421,0.948886,0.99015,1.00563,0.987376,1.04254
AKAP8L,0.994981,0.997151,0.00147595,0.727255,0.98676,0.985375,0.993745,1.06272
AKAP9,0.571832,1.17542,0.832769,1.0338,0.88075,1.0924,0.90037,1.14693
AKIP1,0.806602,0.938805,0.848986,1.02846,0.954801,1.03542,0.997914,1.03128
AKIRIN1,0.621792,1.10311,0.161108,1.11957,0.821202,1.0928,0.957255,1.08268
AKIRIN2,0.820055,1.14622,0.678639,1.13157,0.868389,1.22748,0.993745,1.13259
AKNA,0.909971,1.03996,0.000178143,0.67453,0.993267,0.993696,0.987665,0.920236
AKNAD1,0.551561,0.8919,0.934304,0.991286,0.969584,0.983337,0.998954,1.00364
AKR1A1,0.7349,0.899433,0.0963683,1.22968,0.982911,0.97922,0.993753,0.93575
AKR1B1,0.595101,0.869158,9.44E-05,0.694415,0.908568,0.934499,0.993745,0.941864
AKR1B15,0.851346,1.04632,0.11929,1.14752,0.500338,1.20208,0.979422,1.07812
AKR1C1,0.811078,0.892288,0.877106,0.957662,0.500217,0.681907,0.993745,1.10941
AKR1C2,0.533765,0.79572,0.273183,0.866726,0.630518,0.806327,0.921332,0.86504
AKR1C3,0.972098,0.978754,0.000126051,0.546533,0.912467,1.11617,0.999068,0.992374
AKR1C4,0.986125,1.00472,0.693683,0.963707,0.96509,0.97973,0.997914,0.985339
AKR1C6P,0.568411,0.840071,0.799827,0.960644,0.837602,0.888896,0.997914,1.01201
AKR1D1,0.666512,0.930898,0.481117,1.05689,0.855251,1.06705,0.57718,1.15476
AKR1E2,0.63736,0.87968,0.596424,0.931136,0.790548,0.873343,0.995966,0.953422
AKR7A2,0.57723,0.901785,0.000501102,0.800588,0.755288,0.908235,0.718437,0.880921
AKR7A3,0.878321,0.970838,0.231861,0.918369,0.986049,0.990444,0.993745,1.03726
AKR7L,0.817913,0.928337,0.801143,1.04508,0.934912,0.939902,0.997914,0.95324
AKT1,0.986878,1.00803,0.285249,0.864563,0.979803,1.02412,0.993745,0.932889
AKT1S1,0.722006,0.943627,0.107393,0.9001,0.735582,0.910956,0.964508,0.938824
AKT2,0.973925,1.0082,0.00636653,1.19293,0.9967,0.998397,0.996577,0.971052
AKT3,0.683943,1.30545,0.200133,0.703073,0.765749,0.702852,0.993753,0.872396
AKTIP,0.611601,1.31304,0.00209693,0.5522,0.933765,0.897671,0.995966,1.09511
ALAD,0.994217,0.99701,0.173801,0.869558,0.871188,1.09202,0.997914,1.02813
ALAS1,0.663182,1.12369,1.07E-07,1.72178,0.0394892,1.54324,0.971085,1.10348
ALAS2,0.953007,0.917231,0.559402,1.36669,0.855251,1.52763,0.984213,1.40941
ALB,0.735148,0.94467,0.781338,1.02642,0.96955,1.01739,0.957255,1.07068
ALCAM,0.756473,1.19354,0.0321698,1.58607,0.98676,0.969709,0.997914,1.05254
ALDH16A1,0.826793,0.94996,0.645431,0.949086,0.889883,1.0709,0.997914,0.981617
ALDH18A1,0.568411,1.13538,1.72E-07,0.669233,0.582413,0.857457,0.805516,1.13821
ALDH1A1,0.907302,1.12476,0.354236,0.707207,0.99535,0.987677,0.997914,1.11147
ALDH1A2,0.578303,0.841418,0.40266,1.11776,0.891886,0.914963,0.967231,0.894693
ALDH1A3,0.571693,0.871158,0.590476,0.940773,0.833948,0.90662,0.851378,0.876571
ALDH1B1,0.919753,1.02307,0.040566,0.865016,0.989379,0.992182,0.997914,0.983758
ALDH1L1,0.547685,0.835992,0.874189,0.976021,0.812971,0.889555,0.997914,0.980749
ALDH2,0.998152,0.998186,0.148159,0.742921,0.982448,1.03478,0.997914,0.935191
ALDH3A1,0.562795,0.859289,0.496566,0.927314,0.860102,0.915707,0.993753,0.953019
ALDH3A2,0.730964,1.11602,0.205542,1.18449,0.823239,1.15452,0.993745,1.07539
ALDH3B1,0.972051,1.0165,0.055625,1.27558,0.708367,1.22332,0.977537,0.891115
ALDH3B2,0.872728,0.96045,0.0513433,1.1825,0.766093,1.12614,0.96151,1.09133
ALDH5A1,0.759294,1.06888,0.00980658,0.813761,0.853524,0.919331,0.981881,1.07316
ALDH6A1,0.769557,1.06778,0.0391819,0.84056,0.815957,0.903847,0.898998,1.11922
ALDH7A1,0.978202,1.02169,0.523566,1.17902,0.684118,1.41507,0.996467,1.09578
ALDH8A1,0.522074,0.873734,0.868952,0.984067,0.883018,0.949518,0.982571,0.948935
ALDH9A1,0.809068,1.08446,0.233288,0.850326,0.964411,1.03871,0.997914,1.05009
ALDOA,0.909815,0.959642,0.114449,0.825951,0.988144,1.01494,0.995966,0.947287
ALDOAP2,0.643009,0.899631,0.961808,0.992892,0.938274,0.956626,0.997914,1.01769
ALDOB,0.590392,0.886773,0.990259,0.998364,0.976104,1.01819,0.984213,0.935474
ALDOC,0.91191,1.04506,2.63E-08,0.494073,0.940207,0.940128,0.997914,1.01825
ALG1,0.892524,1.02927,0.474816,1.06316,0.820827,1.08635,0.992034,1.04762
ALG10,0.967875,1.01603,0.67449,1.06375,0.922456,0.936623,0.994945,0.947542
ALG11,0.645345,1.17529,0.0687396,1.28562,0.773394,1.2029,0.964508,1.14505
ALG12,0.80477,0.95299,0.962165,0.994206,0.87576,1.06551,0.996577,1.03191
ALG13,0.734183,1.05253,0.10698,0.90736,0.907638,0.96048,0.997914,1.02096
ALG13,0.783732,1.12876,0.689739,1.09477,0.999612,0.999757,0.997914,1.03781
ALG14,0.914589,1.05122,0.627237,1.09883,0.916134,1.09937,0.765373,1.29557
ALG1L,0.681608,0.821502,0.638606,0.890802,0.412741,0.63578,0.763045,0.720925
ALG2,0.670306,1.08844,0.0826952,1.14681,0.981387,0.985781,0.913385,1.10388
ALG3,0.855778,0.957433,0.930887,0.987945,0.806972,1.10801,0.997914,1.03328
ALG5,0.968913,1.03835,0.993335,0.99657,0.997883,1.00278,0.995966,1.13502
ALG6,0.608507,1.23807,0.95812,0.986112,0.916884,1.10454,0.985611,1.12723
ALG8,0.789265,1.11317,0.935063,1.02066,0.971446,1.03876,0.993608,1.09955
ALG9,0.834317,1.07401,0.854191,1.03567,0.967032,1.0357,0.992352,1.08384
ALK,0.736455,0.933921,0.539021,1.06231,0.999057,1.00029,0.997914,1.01264
ALKBH1,0.525981,1.28862,0.000389834,1.51475,0.381232,1.36628,0.931009,1.15857
ALKBH2,0.979473,0.991981,0.000121524,0.745064,0.823326,0.910518,0.997914,0.991061
ALKBH3,0.929561,1.0226,0.266712,0.909192,0.97855,1.01584,0.999088,1.0016
ALKBH4,0.725391,0.936688,0.581221,0.950365,0.963951,0.978089,0.945835,0.922827
ALKBH5,0.878872,0.973472,3.20E-06,0.766286,0.93475,0.969296,0.988529,0.958186
ALKBH6,0.63736,1.12107,0.936616,0.987671,0.746641,1.1442,0.997914,1.00903
ALKBH7,0.882559,0.948376,0.000529554,0.673579,0.998885,1.00059,0.984213,0.906674
ALKBH8,0.605524,1.19763,0.550561,1.10473,0.743421,1.21144,0.848445,1.22057
ALMS1,0.626164,1.16154,0.653279,0.93206,0.950865,0.955082,0.984213,1.09782
ALMS1P,0.767527,0.924015,0.367097,1.11114,0.949316,0.960452,0.992125,1.06888
ALOX12,0.594396,0.774175,0.558265,0.875195,0.796521,0.794729,0.896816,0.786447
ALOX12B,0.466148,0.823048,0.226143,0.906188,0.825062,0.917629,0.957255,0.924789
ALOX15,0.547685,0.867904,0.91847,0.986993,0.984675,0.988078,0.997914,0.971747
ALOX15B,0.522074,0.803346,0.786746,0.961224,0.877506,0.916578,0.998861,1.00656
ALOX5,0.925054,1.07171,0.720539,1.12002,0.994087,1.01157,0.996577,0.906846
ALOX5AP,0.907143,1.04908,0.0334531,0.757198,0.919082,0.921661,0.999088,0.997859
ALOXE3,0.559975,0.852108,0.988397,0.997738,0.976529,0.980025,0.997914,1.03239
ALPI,0.676252,0.875412,0.988754,1.00285,0.929478,0.933027,0.997216,0.949553
ALPK1,0.545819,1.21753,9.57E-16,2.87824,0.00567206,1.72512,0.819815,1.186
ALPK2,0.560186,0.896724,0.798241,1.02437,0.995525,0.997653,0.998861,0.99598
